"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"AM_AGHY_45","TAES237096","AGHY","TAES237096","S. L. Hatch","Hatch","S.","S. Hatch","S Hatch","Wharton County, Texas, United States","United States","Texas","Wharton County","Wharton",NA,NA,NA,NA,2002,4,13,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector800"," County",-96.1526985,29.3690932,"administrative_area_level_2","approximate","wharton county, tx, usa",29.6338061,28.963291,-95.841948,-96.640315,"AM","AGHY",45,NA
"BRIT_AGHY_250","BRIT174076","AGHY","BRIT174076","A. R Diamond","Diamond","A.","A. Diamond","A Diamond","Conecuh County, Alabama, United States","United States","Alabama","Conecuh County","Conecuh",NA,"U.S. Hwy. 31, ca. 1 mile north of Piney Wood Creek",NA,NA,2002,4,27,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,69.569,NA,NA,NA,"Scorer19","Collector15"," County",-86.9824288,31.501571,"administrative_area_level_2","approximate","conecuh county, al, usa",31.753035,31.181133,-86.6620819,-87.4275159,"BRIT","AGHY",250,NA
"BRIT_AGHY_374","BRIT255931","AGHY","BRIT255931","T. F. Wieboldt","Wieboldt","T.","T. Wieboldt","T Wieboldt","Giles County, Virginia, United States","United States","Virginia","Giles County","Giles",NA,"Drawdown zone of drying lake bed (about 1/2 empty in terms of area). Scattered plants, most in a zone approximating last year's lake level. Mountain Lake, in front of hotel. Salt Pond Mountain ca. 5.2 miles NE of Pembroke, VA. El. ca. 3855 ft.",NA,NA,2002,7,9,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,87.356,NA,NA,NA,"Scorer19","Collector855"," County",-80.6770787,37.3132885,"administrative_area_level_2","approximate","giles county, va, usa",37.4816721,37.1474819,-80.430943,-81.014489,"BRIT","AGHY",374,NA
"BRIT_AGHY_492","NLU0384756","AGHY","NLU0384756","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Saline County, Arkansas, United States","United States","Arkansas","Saline County","Saline",NA,"Large clearcut upland woods beside Bland Trail north of Alum Trail east of Ark. 9 about six miles north of Crow; Sec. 32.",NA,NA,2002,5,22,"seed",6,0,0,0,"12/12/2019","LaniDufresne",1,252,NA,NA,NA,"Scorer19","Collector766"," County",-92.539603,34.5708215,"administrative_area_level_2","approximate","saline county, ar, usa",34.859127,34.4109119,-92.244212,-93.0752779,"BRIT","AGHY",492,NA
"BRIT_AGPE_44","BRIT174458","AGPE","BRIT174458",NA,NA,NA,"NA NA",NA,"Maury County, Tennessee, USA","USA","Tennessee","Maury County","Maury",NA,NA,NA,NA,2002,NA,NA,"seed",5,4,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-87.1422895,35.6195242,"administrative_area_level_2","approximate","maury county, tn, usa",35.850651,35.408175,-86.781997,-87.354349,"BRIT","AGPE",44,NA
"BRIT_ELVI_17","BRIT415368","ELVI","BRIT415368","Roger W. Sanders","Sanders","Roger","Roger Sanders","R Sanders","Johnson City, Blanco County, Texas, United States","United States","Texas","Blanco County","Blanco","Johnson City","Johnson City unit, Town Creek near Park headquarters. Long. W/Lat. N [98 16 30 16] Clayey stream terraces dominated by cedar elm, bald cypress, and pecan. Uncommon.",NA,NA,2002,17,17,"seed",5,3,1,1,"03/11/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector754"," County",-98.4119811,30.2767408,"locality","approximate","johnson city, tx 78636, usa",30.2952449,30.2594819,-98.3910021,-98.4372639,"BRIT","ELVI",17,NA
"BRIT_ELVI_248","BRIT178455","ELVI","BRIT178455","Chris A. Fleming","Fleming","Chris","Chris Fleming","C Fleming","Van Buren County, Tennessee, United States","United States","Tennessee","Van Buren County","Van Buren",NA,"Fall Creek Falls State Park. Located at quarry along hwy 30 that is located ca. 3 km East of Spencer city limits. Growing along edge of road, ca. 20 m East of pullout for quarry. Spencer Quad",NA,NA,2002,7,3,"seed",3,0,0,0,"10/20/2020","EllaSegal",1,72.668,7.945,9.081,1,"Scorer10","Collector126"," County",-85.4788065,35.6996916,"administrative_area_level_2","approximate","van buren county, tn, usa",35.8226559,35.532977,-85.253426,-85.6151819,"BRIT","ELVI",248,NA
"KANU_AGHY_40","KANU00343326","AGHY","KANU00343326","Caleb A Morse","Morse","Caleb","Caleb Morse","C Morse","Linn County, Kansas, United States","United States","Kansas","Linn County","Linn",NA,"Boicourt, 1 mi S; Marais de Cygnes Wildlife Area",38.2547222,-94.7125,2002,6,10,"seed",5,5,1,1,"8/4/22","EmilyChong",1,NA,NA,NA,NA,"Scorer11","Collector149"," County",-94.8105955,38.1339574,"administrative_area_level_2","approximate","linn county, ks, usa",38.389945,38.036786,-94.612463,-95.077887,"KANU","AGHY",40,NA
"KANU_AGPE_14","KANU00343610","AGPE","KANU00343610","C. A. Morse","C. A. Morse","C. A. Morse","C. A. Morse C. A. Morse","C C. A. Morse","Homewood, Franklin County, Kansas, USA","USA","Kansas","Franklin County","Franklin","Homewood","3mi S, 1mi E; Ottawa University Natural History Reservation (""Ferndells"")",38.4727778,-95.3583333,2002,9,24,"seed",5,3,1,1,"4/20/23","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector113"," County",-95.3787275,38.5147604,"locality","approximate","homewood, ks 66095, usa",38.5161093802915,38.5134114197085,-95.3773785197085,-95.3800764802915,"KANU","AGPE",14,NA
"KANU_ELVI_161","KANU00340929","ELVI","KANU00340929","Caleb A Morse","Morse","Caleb","Caleb Morse","C Morse","Riley County, Kansas, United States","United States","Kansas","Riley County","Riley",NA,"Ogden, 0.5 mi N, 1 mi W; Fort Riley Military Reservation, Training Unit 6 near Campbell Pond",39.1280556,-96.7419444,2002,7,10,"seed",5,0,1,0,"1/4/24","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector149"," County",-96.8350999,39.3686475,"administrative_area_level_2","approximate","riley county, ks, usa",39.5665361,39.0432321,-96.389043,-96.9616931,"KANU","ELVI",161,NA
"LL_AGHY_38","LL00478430","AGHY","00478430","Ruth Timme","Timme","Ruth","Ruth Timme","R Timme","Mason County, Texas, United States","United States","Texas","Mason County","Mason",NA,"Hillis Fly Gap Ranch (2.5 mi. W of Pontotoc on Hwy 71, then 3.1 mi. S on Fly Gap Rd., then 0.2 mi. W to entrance).",NA,NA,2002,5,4,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector769"," County",-99.2785583,30.6556091,"administrative_area_level_2","approximate","mason county, tx, usa",30.941186,30.4980759,-98.9636149,-99.484755,"LL","AGHY",38,NA
