"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_AGHY_317","BRIT255561","AGHY","BRIT255561","Robert A. Norris","Norris","Robert","Robert Norris","R Norris","Webster County, Georgia, United States","United States","Georgia","Webster County","Webster",NA,"In ditch near Kinchafoonee Cr., by U. S. Hwy. 280 (Ga. 27), ca. 2 mi. NW of Preston, Webster Co.",NA,NA,1987,5,17,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,37.461,NA,NA,NA,"Scorer19","Collector732"," County",-84.564147,32.0129889,"administrative_area_level_2","approximate","webster county, ga, usa",32.2331031,31.919167,-84.4312141,-84.6558201,"BRIT","AGHY",317,NA
"BRIT_AGHY_574","NLU0384947","AGHY","NLU0384947","J. K. Wipff","Wipff","J.","J. Wipff","J Wipff","Jasper County, Texas, United States","United States","Texas","Jasper County","Jasper",NA,"3.3 mi. on Hwy. 190 from intersection Why. 190 and 96 E towards Newton. Turn left on a dirt road and go to a creek (9/10 of a mi.) on right side of dirt road ca. 20-40 yds. from creek.",NA,NA,1987,5,15,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,93.609,NA,NA,NA,"Scorer19","Collector500"," County",-93.9878427,30.9263644,"administrative_area_level_2","approximate","jasper county, tx, usa",31.158071,30.241649,-93.865711,-94.4601719,"BRIT","AGHY",574,NA
"BRIT_AGPE_39","BRIT174453","AGPE","BRIT174453",NA,NA,NA,"NA NA",NA,"Grundy County, Tennessee, USA","USA","Tennessee","Grundy County","Grundy",NA,NA,NA,NA,1987,NA,NA,"seed",5,3,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-85.684578,35.4013452,"administrative_area_level_2","approximate","grundy county, tn, usa",35.5316508,35.2152951,-85.4856221,-85.913633,"BRIT","AGPE",39,NA
"BRIT_ELVI_250","BRIT178453","ELVI","BRIT178453","Lisa Kelly","Kelly","Lisa","Lisa Kelly","L Kelly","Williamson County, Tennessee, United States","United States","Tennessee","Williamson County","Williamson",NA,"USGS Theta quad. Harpeth River Valley. Pine Hill Lake, less than one mi. e. of Leipers Fork Rd. and ca. 6 mi. s. of community of Leipers Fork.",NA,NA,1987,7,7,"seed",4,0,0,0,"10/20/2020","EllaSegal",1,53.599,5.61666666666667,6.86066666666667,3,"Scorer10","Collector546"," County",-86.8621827,35.9179271,"administrative_area_level_2","approximate","williamson county, tn, usa",36.0529419,35.696447,-86.6000319,-87.2150991,"BRIT","ELVI",250,NA
"BRIT_ELVI_363","NLU0399545","ELVI","NLU0399545","C.E. DePoe","DePoe","C.E.","C.E. DePoe","C DePoe","Ouachita Parish, Louisiana, United States","United States","Louisiana","Ouachita Parish","Ouachita",NA,"Ouachita Wildlife Management Area on levee just east of main gate to north segment.",NA,NA,1987,6,21,"seed",1,1,1,1,"10/20/2020","EllaSegal",1,101.709,9.461,10.9385,2,"Scorer10","Collector123"," Parish",-92.2236667,32.4271852,"administrative_area_level_2","approximate","ouachita parish, la, usa",32.723003,32.25873,-91.90328,-92.415577,"BRIT","ELVI",363,NA
"KANU_AGHY_99","KANU0011057","AGHY","KANU0011057","Ralph E Brooks","Brooks","Ralph","Ralph Brooks","R Brooks","Osage County, Kansas, United States","United States","Kansas","Osage County","Osage",NA,"Jct US 56 & US 75, SE corner",38.780521,-95.679803,1987,5,27,"seed",4,1,1,0,"11/1/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector689"," County",-95.6457951,38.6009003,"administrative_area_level_2","approximate","osage county, ks, usa",38.870054,38.4335441,-95.500439,-95.950282,"KANU","AGHY",99,NA
"LSU_AGHY_23","LSU00004684","AGHY","LSU00004684","Stephen Stiegler","Stiegler","Stephen","Stephen Stiegler","S Stiegler","East Feliciana Parish, Louisiana, United States","United States","Louisiana","East Feliciana Parish","East Feliciana",NA,"Blairstown Plantation; Collected on the south end of the Brahama Hill pasture, 0.2 mile north of the La. 959-La. 409 junction, adjacent to Bob Jones Road (on the west); Blairtown Plantation.",NA,NA,1987,4,29,"seed",7,7,1,1,"2/24/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector822"," Parish",-91.0203224,30.8458948,"administrative_area_level_2","approximate","east feliciana parish, la, usa",30.999647,30.649548,-90.825829,-91.3207059,"LSU","AGHY",23,NA
"LSU_ELVI_55","LSU00074826","ELVI","LSU00074826","Alan W. Lievens","Lievens","Alan","Alan Lievens","A Lievens","Galveston County, Texas, United States","United States","Texas","Galveston County","Galveston",NA,"Galveston Island; Collected along Stewart Rd., 0.2 mi. E of its jct. with Buccaneer Blvd. W of Galveston.",NA,NA,1987,7,21,"seed",4,1,1,1,"11/16/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector29"," County",-94.8520636,29.3763499,"administrative_area_level_2","approximate","galveston county, tx, usa",29.598264,29.062739,-94.3673679,-95.233081,"LSU","ELVI",55,NA
"MO_AGHY_26","SRHill17969",NA,"RHill17969","Steven R. Hill","Hill","Steven","Steven Hill","S Hill","Berkeley County, South Carolina, USA","USA","South Carolina","Berkeley County","Berkeley",NA,"Francis Marion National Forest, Witherbee. Longleaf pine savannah. Sandy soil. Coastal Plain. Occasional in roadside ditch, pineland. Intersection Forest Roads 137 and 171- S.",NA,NA,1987,5,14,"seed",4,0,0,0,"11/18/2022","NicoleImming",1,NA,NA,NA,NA,"Scorer21","Collector802"," County",-80.0087746,33.1260618,"administrative_area_level_2","approximate","berkeley county, sc, usa",33.5071721,32.815319,-79.4465997,-80.361851,"MO","AGHY",26,NA
"MO_AGPE_147","BillSummers1829",NA,"illSummers1829","Bill Summers","Summers","Bill","Bill Summers","B Summers","Kirkwood, St. Louis County, Missouri, USA","USA","Missouri","St. Louis County","St. Louis","Kirkwood","wooded ravine slopes, Powder Valley Natural Area, I-44 and I-270, west Kirkwood, Mo.",NA,NA,1987,9,19,"seed",4,3,1,1,"11/20/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector98"," County",-90.406785,38.5833862,"locality","approximate","kirkwood, mo 63122, usa",38.6065939,38.5484359,-90.3907589,-90.454141,"MO","AGPE",147,NA
"MO_ELVI_140","BruceSchuette1551",NA,"ruceSchuette1551","Bruce Schuette","Schuette","Bruce","Bruce Schuette","B Schuette","Graham Cave State Park, Montgomery County, Missouri, USA","USA","Missouri","Montgomery County","Montgomery","Graham Cave State Park","On sandstone glade, above waterfall east of cave.",NA,NA,1987,7,30,"seed",5,0,0,0,"1/4/24","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector91"," County",-91.576924,38.9078011,"establishment","rooftop","graham cave state park, 217 state hwy tt, danville, mo 63361, usa",38.9092226802915,38.9065247197085,-91.5753442697085,-91.5780422302915,"MO","ELVI",140,NA
