"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_AGHY_371","BRIT255927","AGHY","BRIT255927","S. Jones","Jones","S.","S. Jones","S Jones","Walker County, Texas, United States","United States","Texas","Walker County","Walker",NA,"FR 359 (Second Street) at Sterling Road; S side of road in Pattison.",NA,NA,1990,4,21,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,31.351,NA,NA,NA,"Scorer19","Collector807"," County",-95.6457951,30.6815394,"administrative_area_level_2","approximate","walker county, tx, usa",31.058098,30.5043688,-95.3274819,-95.8630819,"BRIT","AGHY",371,NA
"BRIT_AGHY_516","NLU0384726","AGHY","NLU0384726","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Union County, Arkansas, United States","United States","Arkansas","Union County","Union",NA,"along railroad tracks at Pony and South Jackson Streets in El Dorado; north of U.S. 82 Business and east of U.S. 167 Business; 33.199326 -92.639469",33.199326,-92.639469,1990,5,10,"seed",6,4,1,1,"12/12/2019","LaniDufresne",1,206.026,NA,NA,NA,"Scorer19","Collector766"," County",-92.539603,33.1431092,"administrative_area_level_2","approximate","union county, ar, usa",33.3878929,33.00799,-92.06893,-92.9887749,"BRIT","AGHY",516,NA
"BRIT_AGHY_517","NLU0384725","AGHY","NLU0384725","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Union County, Arkansas, United States","United States","Arkansas","Union County","Union",NA,"Edge of woods and clearcut areas at Good Hope Baptist Church just north of the Louisiana State Line beside Ark. 275 south of Strong",NA,NA,1990,5,10,"seed",5,2,1,1,"12/12/2019","LaniDufresne",1,81.619,NA,NA,NA,"Scorer19","Collector766"," County",-92.539603,33.1431092,"administrative_area_level_2","approximate","union county, ar, usa",33.3878929,33.00799,-92.06893,-92.9887749,"BRIT","AGHY",517,NA
"BRIT_AGPE_68","BRIT255837","AGPE","BRIT255837",NA,NA,NA,"NA NA",NA,"White County, Georgia, USA","USA","Georgia","White County","White",NA,NA,NA,NA,1990,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-83.7199136,34.6567728,"administrative_area_level_2","approximate","white county, ga, usa",34.801522,34.5035991,-83.6155171,-83.877418,"BRIT","AGPE",68,NA
"BRIT_AGPE_8","BRIT317978","AGPE","BRIT317978","J. K. Wipff","Wipff","J.","J. Wipff","J Wipff","Houston County, Texas, United States","United States","Texas","Houston County","Houston",NA,"4.0 miles N on Golver Cemetery Road from its jct. with TX 21 to San Pedro Creek (S of Augusta).",NA,NA,1990,9,29,"seed",5,3,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector500"," County",-95.4777811,31.2377559,"administrative_area_level_2","approximate","houston county, tx, usa",31.5928861,30.9258789,-94.9581101,-95.777039,"BRIT","AGPE",8,NA
"BRIT_AGPE_81","BRIT255852","AGPE","BRIT255852",NA,NA,NA,"NA NA",NA,"McCracken County, Kentucky, USA","USA","Kentucky","McCracken County","McCracken",NA,NA,NA,NA,1990,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-88.7108964,37.0330607,"administrative_area_level_2","approximate","mccracken county, ky, usa",37.2287671,36.942096,-88.4829569,-88.942061,"BRIT","AGPE",81,NA
"BRIT_AGPE_87","BRIT255856","AGPE","BRIT255856",NA,NA,NA,"NA NA",NA,"Choctaw County, Mississippi, USA","USA","Mississippi","Choctaw County","Choctaw",NA,NA,NA,NA,1990,NA,NA,"seed",5,0,0,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-89.2847251,33.3914427,"administrative_area_level_2","approximate","choctaw county, ms, usa",33.533202,33.1088709,-89.0882229,-89.45405,"BRIT","AGPE",87,NA
"KANU_AGHY_76","KANU00105235","AGHY","KANU00105235","Craig C Freeman","Freeman","Craig","Craig Freeman","C Freeman","Lyon County, Kansas, United States","United States","Kansas","Lyon County","Lyon",NA,"Hartford, ca 2 mi N, 3 mi W",38.350766,-96.033101,1990,6,6,"seed",5,0,0,0,"10/27","PatriciaBilderback",1,NA,NA,NA,NA,"Scorer22","Collector127"," County",-96.1526985,38.4078037,"administrative_area_level_2","approximate","lyon county, ks, usa",38.739265,38.170939,-95.945661,-96.357277,"KANU","AGHY",76,NA
"KANU_AGHY_76","KANU00105235","AGHY","KANU00105235","Craig C Freeman","Freeman","Craig","Craig Freeman","C Freeman","Lyon County, Kansas, United States","United States","Kansas","Lyon County","Lyon",NA,"Hartford, ca 2 mi N, 3 mi W",38.350766,-96.033101,1990,6,6,"seed",3,0,0,0,"11/9/2022","NicoleImming",2,NA,NA,NA,NA,"Scorer21","Collector127"," County",-96.1526985,38.4078037,"administrative_area_level_2","approximate","lyon county, ks, usa",38.739265,38.170939,-95.945661,-96.357277,"KANU","AGHY",76,NA
"LSU_AGPE_28","LSU00004742","AGPE","LSU00004742","Lowell E. Urbatsch","Urbatsch","Lowell","Lowell Urbatsch","L Urbatsch","West Feliciana Parish, Louisiana, United States","United States","Louisiana","West Feliciana Parish","West Feliciana",NA,"From the junction of La. 66 and La. 968, travel 0.7 mile southwest down La 968 to a fork in the road; the left-hand orad continues on toward Greenwood Plantation. At that forking intersection, down this unmarked, local road (paved, then later unpaved) to the collection site at the Tunica Hills-Magnolia Glen Nature Preserve of the Louisiana Nature Conservancy. Northwest of St. Francisville.",NA,NA,1990,9,14,"seed",5,4,1,1,NA,"Cyrus Washington",1,NA,NA,NA,NA,"Scorer7","Collector569"," Parish",-91.4048249,30.8423123,"administrative_area_level_2","approximate","west feliciana parish, la, usa",31.044794,30.6539609,-91.176209,-91.750119,"LSU","AGPE",28,NA
