"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"AM_AGHY_118","TAES183298","AGHY","TAES183298","Kevin B. Jensen","Jensen","Kevin","Kevin Jensen","K Jensen","Brazos County, Texas, United States","United States","Texas","Brazos County","Brazos",NA,NA,NA,NA,1986,3,4,"seed",4,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector508"," County",-96.3226072,30.6504141,"administrative_area_level_2","approximate","brazos county, tx, usa",30.9737371,30.3302879,-96.0799691,-96.601854,"AM","AGHY",118,NA
"BRIT_AGHY_119","RobertBKaul5231","AGHY","RobertBKaul5231","Robert B. Kaul","Kaul","Robert","Robert Kaul","R Kaul","Lincoln, Lancaster County, Nebraska, USA","USA","Nebraska","Lancaster County","Lancaster","Lincoln","Nine-mile Prairie. Abundant along paths.",NA,NA,1986,6,14,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector715"," County",-96.7025764,40.8136634,"locality","approximate","lincoln, ne, usa",40.9149838,40.6937415,-96.5674702,-96.8041497,"BRIT","AGHY",119,NA
"BRIT_AGHY_219","BRIT408704","AGHY","BRIT408704","W. R. Carr","Carr","W.","W. Carr","W Carr","Bastrop County, Texas, United States","United States","Texas","Bastrop County","Bastrop",NA,"On NE side of road to Sim Gideon Power Plant at Lake Bastrop, 0.5 mi. NW of St. Rt. 21. Lake Bastrop Quadrangle.",NA,NA,1986,4,22,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885"," County",-97.3516558,30.0458708,"administrative_area_level_2","approximate","bastrop county, tx, usa",30.4196421,29.786541,-97.024461,-97.64937,"BRIT","AGHY",219,NA
"BRIT_AGHY_427","NLU0384133","AGHY","NLU0384133","D. W. Pritchett and C. E. DePoe","DePoe","D.","D. DePoe","D DePoe","Ouachita Parish, Louisiana, United States","United States","Louisiana","Ouachita Parish","Ouachita",NA,"Ouachita Wildlife Management Area in study plot 39 located near southern edge of Anderson tract near Old OWMA boundary. T16N, R4E.",NA,NA,1986,5,22,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector189"," Parish",-92.2236667,32.4271852,"administrative_area_level_2","approximate","ouachita parish, la, usa",32.723003,32.25873,-91.90328,-92.415577,"BRIT","AGHY",427,NA
"BRIT_AGHY_43","StevenRHill17069","AGHY","StevenRHill17069","Steven R. Hill","Hill","Steven","Steven Hill","S Hill","Groton, New London County, Connecticut, USA","USA","Connecticut","New London County","New London","Groton","Esker Point Beach Park and vicinity; coastal. Frequenct at margins of parking lot, wet disturbed sand, near Phragmites marsh.",NA,NA,1986,8,16,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector802"," County",-72.078663,41.3481528,"locality","approximate","groton, ct, usa",41.400398,41.276598,-71.958632,-72.0972211,"BRIT","AGHY",43,NA
"BRIT_AGPE_46","BRIT174460","AGPE","BRIT174460",NA,NA,NA,"NA NA",NA,"Lake County, Tennessee, USA","USA","Tennessee","Lake County","Lake",NA,NA,NA,NA,1986,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-89.4931176,36.3270676,"administrative_area_level_2","approximate","lake county, tn, usa",36.503232,36.185382,-89.3401581,-89.7055451,"BRIT","AGPE",46,NA
"BRIT_ELVI_106","PNighswonger2515July10,1986","ELVI","PNighswonger2515July10,1986","P. Nighswonger","Nighswonger","P.","P. Nighswonger","P Nighswonger","Alva, Woodward County, Oklahoma, USA","USA","Oklahoma","Woodward County","Woodward","Alva","Boiling Spring State Park. Creek valley with running stream. Over-story of tall trees.",NA,NA,1986,7,10,"seed",5,5,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector674"," County",-99.3673084,36.413792,"administrative_area_level_2","approximate","woodward county, ok, usa",36.819566,36.1615771,-98.955836,-99.6056921,"BRIT","ELVI",106,NA
"BRIT_ELVI_233","BRIT178470","ELVI","BRIT178470","Kevin H. Souza","Souza","Kevin","Kevin Souza","K Souza","Dickson County, Tennessee, United States","United States","Tennessee","Dickson County","Dickson",NA,"3.5 miles down County Line Road off Hwy 96.",NA,NA,1986,7,8,"seed",1,1,1,1,"10/20/2020","EllaSegal",1,116.126,5.33325,6.009,4,"Scorer10","Collector517"," County",-87.3016132,36.1459799,"administrative_area_level_2","approximate","dickson county, tn, usa",36.3347131,35.959186,-87.139332,-87.566798,"BRIT","ELVI",233,NA
"BRIT_ELVI_90","PNighswonger2515","ELVI","PNighswonger2515","P. Nighswonger","Nighswonger","P.","P. Nighswonger","P Nighswonger","Woodward, Woodward County, Oklahoma, USA","USA","Oklahoma","Woodward County","Woodward","Woodward","Boiling Springs State Park. Creek valley with running stream. Overstory of tall trees.",NA,NA,1986,7,10,"seed",5,0,0,0,"09/13/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector674"," County",-99.3903862,36.4336481,"locality","approximate","woodward, ok 73801, usa",36.4480359,36.390988,-99.353775,-99.461566,"BRIT","ELVI",90,NA
"KANU_AGHY_82","KANU00169666","AGHY","KANU00169666","Linda G Chafin","Chafin","Linda","Linda Chafin","L Chafin","Union County, Georgia, United States","United States","Georgia","Union County","Union",NA,"Wolfpen Gap, W of, on GA Hwy 180",34.7811111,-83.9680556,1986,9,21,"seed",5,0,0,0,"11/2","PatriciaBilderback",1,NA,NA,NA,NA,"Scorer22","Collector529"," County",-83.9744262,34.8457601,"administrative_area_level_2","approximate","union county, ga, usa",34.9875649,34.640553,-83.7803976,-84.1792828,"KANU","AGHY",82,NA
