"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"AM_AGHY_66","TAES209288","AGHY","TAES209288","Steven R. Hill ","Hill","Steven","Steven Hill","S Hill","Saline County, Illinois, United States","United States","Illinois","Saline County","Saline",NA,NA,NA,NA,1995,6,7,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector802"," County",-88.556531,37.7149675,"administrative_area_level_2","approximate","saline county, il, usa",37.9077499,37.5989909,-88.373465,-88.7086379,"AM","AGHY",66,NA
"BRIT_AGHY_113","AndreasLeidolf1500","AGHY","AndreasLeidolf1500","Andreas Leidolf","Leidolf","Andreas","Andreas Leidolf","A Leidolf","Oktibbeha County, Mississippi, USA","USA","Mississippi","Oktibbeha County","Oktibbeha",NA,"Noxubee National Wildlife Refuge, off HWY 25, at 0.5 mi. N of Cedar Grove Rd, Zi...",NA,NA,1995,5,21,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector28"," County",-88.90306,33.3886689,"administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"BRIT","AGHY",113,NA
"BRIT_AGHY_114_a","AndreasLeidolf1467",NA,"AndreasLeidolf1467","Andreas Leidolf","Leidolf","Andreas","Andreas Leidolf","A Leidolf","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,"T. 18N. R. 14E. MAFES Southfarm facility.",NA,NA,1995,5,7,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector28"," County",-88.90306,33.3886689,"administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"BRIT","AGHY",114,"a"
"BRIT_AGHY_258","BRIT174093","AGHY","BRIT174093","John R. MacDonald","MacDonald","John","John MacDonald","J MacDonald","Houston County, Alabama, United States","United States","Alabama","Houston County","Houston",NA,"vicinity of Southern Junction; Roadside of County Rd. #4 at 0.4 miles west of junction with Hwy. 109.",31.0296,-85.4765,1995,5,7,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector443"," County",-85.3136218,31.1318686,"administrative_area_level_2","approximate","houston county, al, usa",31.314973,30.9970639,-84.9994279,-85.712436,"BRIT","AGHY",258,NA
"BRIT_AGHY_349","BRIT255595","AGHY","BRIT255595","Andreas Leidolf","Leidolf","Andreas","Andreas Leidolf","A Leidolf","Oktibbeha County, Mississippi, United States","United States","Mississippi","Oktibbeha County","Oktibbeha",NA,"T. 18N. R. 14E. MAFES Southfarm facility.",NA,NA,1995,5,7,"seed",6,6,1,1,"12/12/2019","LaniDufresne",1,223.324,NA,NA,NA,"Scorer19","Collector28"," County",-88.90306,33.3886689,"administrative_area_level_2","approximate","oktibbeha county, ms, usa",33.5654431,33.286003,-88.6690068,-89.088662,"BRIT","AGHY",349,NA
"BRIT_AGHY_376","NLU0383947","AGHY","NLU0383947","Tad Zebryk","Zebryk","Tad","Tad Zebryk","T Zebryk","Ascension Parish, Louisiana, United States","United States","Louisiana","Ascension Parish","Ascension",NA,"Open, wet pasture and woodland edge along Sam Martin Road about 1.0 miles from intersection of La. 936 and La. 937. Sorrento, Sec. 4, TIOS, R4E.",NA,NA,1995,3,28,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,145.81,NA,NA,NA,"Scorer19","Collector859"," Parish",-90.9438468,30.2017295,"administrative_area_level_2","approximate","ascension parish, la, usa",30.34695,30.062749,-90.631905,-91.106559,"BRIT","AGHY",376,NA
"BRIT_AGHY_55","StevenRHillLRPhillippe26710","AGHY","StevenRHillLRPhillippe26710","Steven R. Hill ","Hill","Steven","Steven Hill","S Hill","Harrisburg, Saline County, Illinois, USA","USA","Illinois","Saline County","Saline","Harrisburg","A. side US Rt. 45, 0.25 mi SW of Middle Fork of the Saline River. Sons of Liberty Gun Club;  Frequent in open field; inflorescence reddish when young.",NA,NA,1995,6,7,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector802"," County",-88.540607,37.7383812,"locality","approximate","harrisburg, il 62946, usa",37.765751,37.708894,-88.5125201,-88.577368,"BRIT","AGHY",55,NA
"BRIT_AGHY_564","NLU0384922","AGHY","NLU0384922","V. E. McNeilus","McNeilus","V.","V. McNeilus","V McNeilus","Gainesboro, Jackson County, Tennessee, United States","United States","Tennessee","Jackson County","Jackson","Gainesboro","Low, exposed area at Cumberland River",NA,NA,1995,5,25,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,81.795,NA,NA,NA,"Scorer19","Collector867"," County",-85.6588665,36.3556149,"locality","approximate","gainesboro, tn 38562, usa",36.385633,36.324025,-85.626126,-85.670351,"BRIT","AGHY",564,NA
"BRIT_AGHY_571","NLU0384921","AGHY","NLU0384921","R. D. Worthington","Worthington","R.","R. Worthington","R Worthington","El Paso County, Texas, United States","United States","Texas","El Paso County","El Paso",NA,"East Mtn., wet area below dam",NA,NA,1995,5,20,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,99.912,NA,NA,NA,"Scorer19","Collector778"," County",-106.2051484,31.8039824,"administrative_area_level_2","approximate","el paso county, tx, usa",32.0016716,31.3872989,-105.9541798,-106.6460364,"BRIT","AGHY",571,NA
"BRIT_ELVI_358","NLU0399493","ELVI","NLU0399493","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Morehouse Parish, Louisiana, United States","United States","Louisiana","Morehouse Parish","Morehouse",NA,"Clearcut pine woods west of U.S. 425 ca. 200 yards S of the Arkansas State Line S of Hamburg. Sec. 4, T23N, R6E.",NA,NA,1995,6,30,"seed",4,0,0,0,"10/20/2020","EllaSegal",1,114.769,12.6045,15.2285,2,"Scorer10","Collector766"," Parish",-91.7538817,32.796224,"administrative_area_level_2","approximate","morehouse parish, la, usa",33.0081739,32.50571,-91.432668,-92.085617,"BRIT","ELVI",358,NA
