"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_AGHY_187_a","BRIT408286","AGHY","BRIT408286","E.S. Nixon","Nixon","E.S.","E.S. Nixon","E Nixon","Leon County, Texas, United States","United States","Texas","Leon County","Leon",NA,"Fort Boggy State Park; 4 miles S. Centerville, TX, Hwy 75.",NA,NA,1992,5,8,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector261"," County",-95.9832577,31.2152685,"administrative_area_level_2","approximate","leon county, tx, usa",31.654093,30.9737371,-95.655545,-96.331121,"BRIT","AGHY",187,"a"
"BRIT_AGHY_270","BRIT174365","AGHY","BRIT174365","S. Jones","Jones","S.","S. Jones","S Jones","Wadley, Randolf County, Alabama, United States","United States","Alabama","Randolf County","Randolf","Wadley",".1 mi S on AL 77 from its jct. with county road 15, NW of Wadley.",NA,NA,1992,5,24,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,32.262,NA,NA,NA,"Scorer19","Collector807"," County",-85.5697369,33.12275,"locality","approximate","wadley, al 36276, usa",33.134462,33.112539,-85.5507539,-85.5870131,"BRIT","AGHY",270,NA
"BRIT_AGHY_325","BRIT255570","AGHY","BRIT255570","R.L. McGregor","McGregor","R.L.","R.L. McGregor","R McGregor","Douglas County, Kansas, United States","United States","Kansas","Douglas County","Douglas",NA,"sc sec 11, T15S, R20E. Ca 1 mi S, 0.5 mi E Baldwin City. East side of Spring Lake.",NA,NA,1992,6,5,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,82.419,NA,NA,NA,"Scorer19","Collector726"," County",-95.2684437,38.9107835,"administrative_area_level_2","approximate","douglas county, ks, usa",39.069783,38.738265,-95.0558479,-95.5019001,"BRIT","AGHY",325,NA
"BRIT_AGHY_444","NLU0384034","AGHY","NLU0384034","Annette Parker","Parker","Annette","Annette Parker","A Parker","Red River Parish, Louisiana, United States","United States","Louisiana","Red River Parish","Red River",NA,"Proposed lignite mine site for Royal Oak Enterprises, Inc.; pre-mining botanical survey. Ca. 3 miles north of Hall Summit; east of La. 783.",NA,NA,1992,8,14,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,183.128,NA,NA,NA,"Scorer19","Collector41"," Parish",-93.3792057,32.0842949,"administrative_area_level_2","approximate","red river parish, la, usa",32.2377781,31.887005,-93.121188,-93.61469,"BRIT","AGHY",444,NA
"BRIT_AGHY_475_a","NLU0384142","AGHY","NLU0384142","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","West Carroll Parish, Louisiana, United States","United States","Louisiana","West Carroll Parish","West Carroll",NA,"Roadside of La. 585 beside pasture 1.1 miles west of La. 17 and Kilbourne; Sec. 10, T23N, R11E.",NA,NA,1992,4,30,"seed",6,0,0,0,"12/12/2019","LaniDufresne",1,173.589,NA,NA,NA,"Scorer19","Collector766"," Parish",-91.4821482,32.7545792,"administrative_area_level_2","approximate","west carroll parish, la, usa",33.0061019,32.581956,-91.261484,-91.638883,"BRIT","AGHY",475,"a"
"BRIT_AGHY_495","NLU0384753","AGHY","NLU0384753","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Little River County County, Arkansas, United States","United States","Arkansas","Little River County County","Little River County",NA,"Recently graded area beside a creek and Ark. 32; 2.6 miles W of Ark. 41 and Foreman, Ark.",NA,NA,1992,5,22,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,197.395,NA,NA,NA,"Scorer19","Collector766"," County",-94.2743628,33.6780909,"administrative_area_level_2","approximate","little river county, ar, usa",33.94529,33.5347431,-93.8248859,-94.4858781,"BRIT","AGHY",495,NA
"BRIT_AGHY_562","NLU0384931","AGHY","NLU0384931","John B. Nelson","Nelson","John","John Nelson","J Nelson","Richland County, South Carolina, United States","United States","South Carolina","Richland County","Richland",NA,"Scattered on edge Winston Rd between deer stands 18B and 18F Training Area 18B",NA,NA,1992,5,21,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,138.49,NA,NA,NA,"Scorer19","Collector454"," County",-80.9428911,34.0412165,"administrative_area_level_2","approximate","richland county, sc, usa",34.26876,33.7432371,-80.596205,-81.345328,"BRIT","AGHY",562,NA
"BRIT_AGPE_136","NLU0384278","AGPE","NLU0384278",NA,NA,NA,"NA NA",NA,"Caldwell Parish, Louisiana, USA","USA","Louisiana","Caldwell Parish","Caldwell",NA,NA,NA,NA,1992,NA,NA,"seed",6,6,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," Parish",-92.0665197,32.0669717,"administrative_area_level_2","approximate","caldwell parish, la, usa",32.2773619,31.927112,-91.867558,-92.31303,"BRIT","AGPE",136,NA
"BRIT_AGPE_151","NLU0385094","AGPE","NLU0385094",NA,NA,NA,"NA NA",NA,"Leflore County, Oklahoma, USA","USA","Oklahoma","Leflore County","Leflore",NA,NA,NA,NA,1992,NA,NA,"seed",5,2,1,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-94.645035,34.8622042,"administrative_area_level_2","approximate","le flore county, ok, usa",35.387431,34.507218,-94.431501,-95.059969,"BRIT","AGPE",151,NA
"BRIT_AGPE_52","BRIT174466","AGPE","BRIT174466",NA,NA,NA,"NA NA",NA,"Putnam County, Tennessee, USA","USA","Tennessee","Putnam County","Putnam",NA,NA,NA,NA,1992,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-85.4788065,36.134602,"administrative_area_level_2","approximate","putnam county, tn, usa",36.305146,35.9784919,-85.1002131,-85.809349,"BRIT","AGPE",52,NA
"BRIT_AGPE_9","BRIT408274","AGPE","BRIT408274","S. L. Hatch","Hatch","S.","S. Hatch","S Hatch","Houston County, Texas, United States","United States","Texas","Houston County","Houston",NA,"2.0 mi. N of Highway 21 along Old Glover Cemetery Road. Sandy soil.",NA,NA,1992,10,24,"seed",5,3,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector800"," County",-95.4777811,31.2377559,"administrative_area_level_2","approximate","houston county, tx, usa",31.5928861,30.9258789,-94.9581101,-95.777039,"BRIT","AGPE",9,NA
"BRIT_AGPE_90","BRIT255860","AGPE","BRIT255860",NA,NA,NA,"NA NA",NA,"Winston County, Mississippi, USA","USA","Mississippi","Winston County","Winston",NA,NA,NA,NA,1992,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-89.0179332,33.1650338,"administrative_area_level_2","approximate","winston county, ms, usa",33.2864238,32.9191069,-88.812782,-89.319163,"BRIT","AGPE",90,NA
"BRIT_ELVI_220","BRIT178496","ELVI","BRIT178496","L. Miller ","Miller","L.","L. Miller","L Miller","Bledsoe County, Tennessee, USA","USA","Tennessee","Bledsoe County","Bledsoe",NA,"SR 33, 1 mi. E of Pikeville along road",NA,NA,1992,6,10,"seed",3,3,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector558"," County",-85.2308414,35.6028856,"administrative_area_level_2","approximate","bledsoe county, tn, usa",35.7717699,35.3542759,-84.9160621,-85.436214,"BRIT","ELVI",220,NA
"BRIT_ELVI_378","NLU0399533","ELVI","NLU0399533","Annette Parker","Parker","Annette","Annette Parker","A Parker","Red River Parish, Louisiana, United States","United States","Louisiana","Red River Parish","Red River",NA,"Proposed lignite mine site for Royal Oak Enterprises, Inc.; pre-mining botanical survey. Ca. 3 miles N of Hall Summit, E of La. 783; SE quarter of Sec. 5 and W half of SEc. 9, T14N, R9W",NA,NA,1992,7,21,"seed",5,5,1,1,"10/20/2020","EllaSegal",1,121.169,9.671,12.336,2,"Scorer10","Collector41"," Parish",-93.3792057,32.0842949,"administrative_area_level_2","approximate","red river parish, la, usa",32.2377781,31.887005,-93.121188,-93.61469,"BRIT","ELVI",378,NA
"KANU_AGPE_15","KANU00107100","AGPE","KANU00107100","C. C. Freeman","C. C. Freeman","C. C. Freeman","C. C. Freeman C. C. Freeman","C C. C. Freeman","Baldwin City, Douglas County, Kansas, USA","USA","Kansas","Douglas County","Douglas","Baldwin City","Douglas County State Lake, ca 1.5mi N, 1.5mi E of Baldwin City",38.802195,-95.153478,1992,9,23,"seed",4,0,0,0,"4/20/23","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector114"," County",-95.1863603,38.775007,"locality","approximate","baldwin city, ks 66006, usa",38.8013501,38.752984,-95.158112,-95.214347,"KANU","AGPE",15,NA
"KANU_ELVI_27","KANU00106908","ELVI","KANU00106908","Ronald L McGregor","McGregor","Ronald","Ronald McGregor","R McGregor","Douglas County, Kansas, United States","United States","Kansas","Douglas County","Douglas",NA,"Lawrence, ca 5.5 mi W; Clinton Lake Wildlife Area",38.932163,-95.368422,1992,8,17,"seed",5,0,0,0,"8/23/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector726"," County",-95.2684437,38.9107835,"administrative_area_level_2","approximate","douglas county, ks, usa",39.069783,38.738265,-95.0558479,-95.5019001,"KANU","ELVI",27,NA
"LL_AGHY_93","LL00312195","AGHY","00312195","William R. Carr","Carr","William","William Carr","W Carr","Bastrop County, Texas, United States","United States","Texas","Bastrop County","Bastrop",NA,"Powerline opening in woodland, ca. 200 ft. WSW of present park HQ site, Bastrop State Park. Bastrop Quadrangle.",30.10917,-97.28694,1992,5,13,"seed",6,4,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885"," County",-97.3516558,30.0458708,"administrative_area_level_2","approximate","bastrop county, tx, usa",30.4196421,29.786541,-97.024461,-97.64937,"LL","AGHY",93,NA
"MERCA_ELVI_2_A","SCSC23893","ELVI","SCSC23893","Larry E. Brown","Brown","Larry","Larry Brown","L Brown","Montgomery, Montgomery County, TX, USA","USA","TX","Montgomery County","Montgomery","Montgomery","single plant along stream on Lone Star Hiking trail to the E of HWY 149, 0./6 mi. N of village of Montgomery",NA,NA,1992,7,19,"seed",1,0,0,0,"03/01/2019","JoshuaFowler",1,NA,NA,NA,NA,"Scorer16","Collector526"," County",-95.6963355,30.3882613,"locality","approximate","montgomery, tx, usa",30.413988,30.3763749,-95.670052,-95.726554,"MERCA","ELVI",2,"A"
"MO_AGPE_152","BFBush11-4-92;2871804","AGPE","FBush11-4-92;2871804","B. F. Bush","Bush","B.","B. Bush","B Bush","Butler County, Missouri, USA","USA","Missouri","Butler County","Butler",NA,NA,NA,NA,1992,11,4,"seed",4,2,1,1,"11/15/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector67"," County",-90.3748354,36.6951341,"administrative_area_level_2","approximate","butler county, mo, usa",36.927138,36.4977979,-90.134327,-90.6797289,"MO","AGPE",152,NA
"MO_AGPE_165","BSummers5514",NA,"Summers5514","Bill Summers","Summers","Bill","Bill Summers","B Summers","Oregon County, Missouri, USA","USA","Missouri","Oregon County","Oregon",NA,"Tupelo Gum Pond 1 1/2 mi S of Oregon/Shannon County line; wet margins of pond",NA,NA,1992,9,15,"seed",4,0,1,0,"10/30/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector98"," County",-91.443469,36.6870089,"administrative_area_level_2","approximate","oregon county, mo, usa",36.888724,36.497081,-91.115926,-91.6783331,"MO","AGPE",165,NA
"MO_AGPE_166","BSummers5494",NA,"Summers5494","Bill Summers","Summers","Bill","Bill Summers","B Summers","Greer, Oregon County, Missouri, USA","USA","Missouri","Oregon County","Oregon","Greer","Brushy Pond on Highway 19 N of Greer; wet margins of pond",36.86,-91.34,1992,9,10,"seed",4,2,1,1,"10/30/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector98"," County",-82.2270568,34.9387279,"locality","approximate","greer, sc, usa",35.0508279,34.841334,-82.145592,-82.347108,"MO","AGPE",166,NA
"MO_AGPE_195","BSummers5472",NA,"Summers5472","Bill Summers","Summers","Bill","Bill Summers","B Summers","Thomasville, Oregon County, Missouri, USA","USA","Missouri","Oregon County","Oregon","Thomasville","north east of Thomasville on Forest Service Road 3173; in creek bed gravel of Spring Creek at road crossing",NA,NA,1992,2,9,"seed",5,0,0,0,"10/06/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector98"," County",-91.531944,36.789167,"locality","approximate","thomasville, mo 65438, usa",36.7976441,36.784042,-91.5271129,-91.5414631,"MO","AGPE",195,NA
"MO_AGPE_195","BSummers5472",NA,"Summers5472","Bill Summers","Summers","Bill","Bill Summers","B Summers","Thomasville, Oregon County, Missouri, USA","USA","Missouri","Oregon County","Oregon","Thomasville","north east of Thomasville on Forest Service Road 3173; in creek bed gravel of Spring Creek at road crossing",36.83583,-91.45111,1992,9,2,"seed",5,0,0,0,"10/06/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector98"," County",-91.531944,36.789167,"locality","approximate","thomasville, mo 65438, usa",36.7976441,36.784042,-91.5271129,-91.5414631,"MO","AGPE",195,NA
"OKL_AGHY_32","OKL197811;01 0078193;R.N.Tucker199",NA,"OKL197811","R. N. Tucker","Tucker","R.","R. Tucker","R Tucker","Oklahoma County, Oklahoma, United States","United States","Oklahoma","Oklahoma County","Oklahoma",NA,"Tinker Air Force Base; Area 5 on Tinker Air Force Base",NA,NA,1992,9,16,"seed",5,0,1,1,"4/15/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector770"," County",-97.3516558,35.6038323,"administrative_area_level_2","approximate","oklahoma county, ok, usa",35.7259801,35.37686,-97.1407609,-97.674058,"OKL","AGHY",32,NA
"OKL_AGHY_58","OKL201874;;CynthiaLSimpkins65","AGHY","OKL201874","Cynthia L. Simpkins","Simpkins","Cynthia","Cynthia Simpkins","C Simpkins","Sinton, San Patricio County, Texas, USA","USA","Texas","San Patricio County","San Patricio","Sinton","Found in sandy loam soil at the Welder Wildlife Foundation Headquarters, 7 miles from Sinton on Hwy 77. Related species were Paspalum plicatulum, Dicanthelium spp., Bromus spp., and Forbs.",NA,NA,1992,4,11,"seed",4,1,1,0,"6/17/22","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector158"," County",-97.5091611,28.0366818,"locality","approximate","sinton, tx, usa",28.0766881,28.0108259,-97.4835661,-97.540962,"OKL","AGHY",58,NA
"OKL_AGHY_73","OKL195960;195960;RLMcGregor40522","AGHY","OKL195960","Ronald L McGregor","McGregor","Ronald","Ronald McGregor","R McGregor","Baldwin City, Douglas County, Kansas, USA","USA","Kansas","Douglas County","Douglas","Baldwin City","E side of Spring Lake.Sandy tallgrass prairie.",NA,NA,1992,6,5,"seed",6,4,1,1,"6/24/2022","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector726"," County",-95.1863603,38.775007,"locality","approximate","baldwin city, ks 66006, usa",38.8013501,38.752984,-95.158112,-95.214347,"OKL","AGHY",73,NA
"OKL_AGHY_87","OKL191010;;PLK1119","AGHY","OKL191010","C.M. Allen ","Allen","C.M.","C.M. Allen","C Allen","Vernon Parish Parish, Louisiana, USA","USA","Louisiana","Vernon Parish Parish","Vernon Parish",NA,"Tank wash Soil: Susquehanna fine sandy loam. Topography: rolling upland. Vegetation: Disturbed Area.",NA,NA,1992,5,11,"seed",5,0,0,0,"8/17/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector105"," Parish",-93.1779659,31.1320009,"administrative_area_level_2","approximate","vernon parish, la, usa",31.3644909,30.859183,-92.8238,-93.578324,"OKL","AGHY",87,NA
"OKL_AGPE_30","OKL202126;;Freeman4734","AGPE","OKL202126","Craig C. Freeman","Freeman","Craig","Craig Freeman","C Freeman","Baldwin City, Douglas County, Kansas, USA","USA","Kansas","Douglas County","Douglas","Baldwin City","Douglas County State Lake, ca 1.5 mi N, 1.5 mi E of Baldwin City, 38.802195 -95.153478, 311m",NA,NA,1992,9,23,"seed",5,3,1,1,"10/18/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector127"," County",-95.1863603,38.775007,"locality","approximate","baldwin city, ks 66006, usa",38.8013501,38.752984,-95.158112,-95.214347,"OKL","AGPE",30,NA
"OKL_ELVI_22","OKL195390;01 0073201;GRU0060",NA,"OKL195390","F. L. Johnson","Johnson","F.","F. Johnson","F Johnson","Braggs Mt., Muskogee County, Oklahoma, United States","United States","Oklahoma","Muskogee County","Muskogee","Braggs Mt.","Camp Gruber; Braggs Mountain, 3 km E of hwy 10, Camp Gruber",NA,NA,1992,9,19,"seed",5,2,1,0,"7/7/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector298"," County",-95.1921823,35.7570418,"establishment","approximate","braggs mountain, oklahoma 74434, usa",35.7583907802915,35.7556928197085,-95.1908333197085,-95.1935312802915,"OKL","ELVI",22,NA
