"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"AM_AGHY_62","TAES243185","AGHY","TAES243185","R. L. Wilbur ","Wilbur","R.","R. Wilbur","R Wilbur","White Oak Plantation, Nassau County, Florida, United States","United States","Florida","Nassau County","Nassau","White Oak Plantation","White Oak Plantation on St. Mary's River",NA,NA,1998,4,28,"seed",6,6,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector776"," County",-81.7188539,30.7305381,"establishment","rooftop","581705 white oak rd, yulee, fl 32097, usa",30.7319035802915,30.7292056197085,-81.7174969697085,-81.7201949302915,"AM","AGHY",62,NA
"AM_AGHY_9","TAES219557","AGHY","TAES219557","D. J. Rosen","Rosen","D.","D. Rosen","D Rosen","Angelton, Brazoria County, Texas, United States","United States","Texas","Brazoria County","Brazoria","Angelton","In Angleton. N roadside a few yards E from the int",NA,NA,1998,3,30,"seed",6,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220"," County",-95.4318847,29.16941,"locality","approximate","angleton, tx 77515, usa",29.260622,29.1244581,-95.3922479,-95.4612251,"AM","AGHY",9,NA
"BRIT_AGHY_192","BRIT408291","AGHY","BRIT408291","Amanda K. Neill","Neill","Amanda","Amanda Neill","A Neill","Madison County, Texas, United States","United States","Texas","Madison County","Madison",NA,"Bullard Ranch. CR 106, 3.5 mi S of jct. HWY 90. S to Bedias Creek. Wet prairie near Bedias Creek, seepy, loam mud, sun. USGS Steep branch quadrant, NW quarter.",NA,NA,1998,5,9,"seed",5,4,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector35"," County",-95.940971,30.9888479,"administrative_area_level_2","approximate","madison county, tx, usa",31.0942111,30.822997,-95.6118899,-96.24102,"BRIT","AGHY",192,NA
"BRIT_ELVI_188","Bhoagland&NAMcCarty314","ELVI","Bhoagland&NAMcCarty314","B. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Dewey County, Oklahoma, USA","USA","Oklahoma","Dewey County","Dewey",NA,"From Dewey, Custer, and Blaine Co. Inter., go 2.0 N and 3.5 W. Interdunal swale",NA,NA,1998,7,15,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector80"," County",-98.9245343,36.017265,"administrative_area_level_2","approximate","dewey county, ok, usa",36.1648939,35.811979,-98.6319501,-99.3822161,"BRIT","ELVI",188,NA
"KANU_AGPE_19","KANU00322127","AGPE","KANU00322127","C. A. Morse","C. A. Morse","C. A. Morse","C. A. Morse C. A. Morse","C C. A. Morse","Crestline, Cherokee County, Kansas, USA","USA","Kansas","Cherokee County","Cherokee","Crestline","Spring River Wildlife Area",37.181324,-94.647166,1998,8,29,"seed",5,0,0,0,"4/21/23","DavidWoods",1,NA,NA,NA,NA,"Scorer8","Collector113"," County",-94.7043982,37.1708926,"locality","approximate","crestline, ks, usa",37.177909,37.1628849,-94.6858629,-94.722673,"KANU","AGPE",19,NA
"LL_AGHY_65","LL00456866","AGHY","00456866","William R. Carr","Carr","William","William Carr","W Carr","Matagorda County, Texas, United States","United States","Texas","Matagorda County","Matagorda",NA,"Both sides of road to HQ, near windmill ca. 0.2 mi. N of HQ. Mad Island Marsh Preserve.",28.64861,-96.10333,1998,4,22,"seed",4,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885"," County",-95.9832577,28.8204837,"administrative_area_level_2","approximate","matagorda county, tx, usa",29.2297019,28.2797361,-95.4956499,-96.3951979,"LL","AGHY",65,NA
"LL_AGHY_75","LL00312225","AGHY","00312225","William R. Carr","Carr","William","William Carr","W Carr","Galveston County, Texas, United States","United States","Texas","Galveston County","Galveston",NA,"S side of E-W road through N end of Univ. of Houston Coastal Center (formerly Camp Wallace), ca. 0.6-0.7 mi. W of its jct. with F. M. 2004, ca. 0.9-1.0 airmiles SW to SSW of jct. I-45 and F. M. 1764/2004. Dickinson Quadrangle.",29.39028,-95.04028,1998,4,7,"seed",5,2,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885"," County",-94.8520636,29.3763499,"administrative_area_level_2","approximate","galveston county, tx, usa",29.598264,29.062739,-94.3673679,-95.233081,"LL","AGHY",75,NA
"LSU_AGPE_37","NO0030568","AGPE","NO0030568","D. J. Rosen","Rosen","D.","D. Rosen","D Rosen","Baton Rouge, East Baton Rouge Parish, Louisiana, United States","United States","Louisiana","East Baton Rouge Parish","East Baton Rouge","Baton Rouge","Baton Rouge, Joor Road, Mickens Road",NA,NA,1998,11,19,"seed",5,3,1,1,NA,"Cyrus Washington",1,NA,NA,NA,NA,"Scorer7","Collector220"," Parish",-91.1871466,30.4514677,"locality","approximate","baton rouge, la, usa",30.5589411,30.3384081,-91.001303,-91.234904,"LSU","AGPE",37,NA
"MO_AGHY_145","KKMackenzie188",NA,"KMackenzie188","Kenneth K. Mackenzie","Mackenzie","Kenneth","Kenneth Mackenzie","K Mackenzie","Jackson County, Missouri, USA","USA","Missouri","Jackson County","Jackson",NA,"Just along railroad near elm park",NA,NA,1998,6,26,"seed",5,0,0,0,"5/23/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector511"," County",-94.315422,38.9914998,"administrative_area_level_2","approximate","jackson county, mo, usa",39.237107,38.833006,-94.1048229,-94.6084571,"MO","AGHY",145,NA
"MO_AGHY_179","SLTimme15645b",NA,"LTimme15645b","Stephen L. Timme","Timme","Stephen","Stephen Timme","S Timme","Camp Clark National Guard Facility, Vernon County, Missouri, USA","USA","Missouri","Vernon County","Vernon","Camp Clark National Guard Facility","east/southeast of Nevada and east of highways 71 and K.",37.5,-94.18333,1998,9,18,"seed",5,0,1,0,"5/25/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector828"," County",-94.3071046,37.8178877,"airport","geometric_center","camp clark army heliport, nevada, mo 64772, usa",37.8190358802915,37.8163379197085,-94.3057671697085,-94.3084651302915,"MO","AGHY",179,NA
"MO_AGPE_117","AEBrant4191",NA,"EBrant4191","Alan E. Brant","Brant","Alan","Alan Brant","A Brant","Bollinger County, Missouri, USA","USA","Missouri","Bollinger County","Bollinger",NA,"Bottoms of Pond Creek, Missouri Conservation Area along County Road 708 and Pond Creek at Blue Pond parking area. Gipsy Quadrangle. Drying, disturbed open canopy streambed just above road crossing.",NA,NA,1998,10,6,"seed",5,0,0,0,"11/27/2023","SH/KS",1,NA,NA,NA,NA,"Scorer25","Collector9"," County",-90.0746767,37.2115595,"administrative_area_level_2","approximate","bollinger county, mo, usa",37.599286,37.0400191,-89.861123,-90.2232299,"MO","AGPE",117,NA
"MO_AGPE_155","JBShorton9-17-98;2871799","AGPE","BShorton9-17-98;2871799","J. B. Shorton","Shorton","J.","J. Shorton","J Shorton","Creve Coeur Lake, St. Louis County, Missouri, USA","USA","Missouri","St. Louis County","St. Louis","Creve Coeur Lake",NA,NA,NA,1998,9,17,"seed",4,0,0,0,"11/10/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector479"," County",-90.4844505,38.7161801,"establishment","approximate","creve coeur lake, maryland heights, mo, usa",38.7255399,38.7054244,-90.4781482,-90.4919141,"MO","AGPE",155,NA
"MO_AGPE_198","GerritDavidse37594",NA,"erritDavidse37594","Gerrit Davidse","Davidse","Gerrit","Gerrit Davidse","G Davidse","Weldon Springs Conservation Area, Saint Charles County, Missouri, USA","USA","Missouri","Saint Charles County","Saint Charles","Weldon Springs Conservation Area","hiking trail, in shade, along trail through mixed, upland, deciduous forest. Erect perennial.",NA,NA,1998,8,30,"seed",4,2,1,1,"09/27/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector321"," County",-90.7439787,38.6601068,"establishment","rooftop","weldon spring conservation area, 6990 s missouri 94, st charles, mo 63304, usa",38.6613709802915,38.6586730197085,-90.7425763197085,-90.7452742802915,"MO","AGPE",198,NA
"MO_AGPE_199","GerritDavidse37710",NA,"erritDavidse37710","Gerrit Davidse","Davidse","Gerrit","Gerrit Davidse","G Davidse","Babbler State Park, St. Louis County, Missouri, USA","USA","Missouri","St. Louis County","St. Louis","Babbler State Park","Along horse riding trail",NA,NA,1998,9,13,"seed",4,0,0,0,"09/27/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector321"," County",-90.689209,38.6175353,"establishment","rooftop","dr. edmund a. babler memorial state park, 800 guy park dr, wildwood, mo 63005, usa",38.6188506302915,38.6161526697085,-90.6878641697085,-90.6905621302915,"MO","AGPE",199,NA
"OKL_ELVI_43","OKL208499;01 0073225;e283",NA,"OKL208499","D. Benesh","Benesh","D.","D. Benesh","D Benesh","Hughes County, Oklahoma, United States","United States","Oklahoma","Hughes County","Hughes",NA,"Holdenville; W end of Holdenville Lake",35.0359,-96.3621,1998,7,14,"seed",4,0,0,0,"7/18/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector176"," County",-96.3226072,35.1380279,"administrative_area_level_2","approximate","hughes county, ok, usa",35.2901831,34.766804,-95.9812,-96.490786,"OKL","ELVI",43,NA
