"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"AM_AGHY_50","TAES266504","AGHY","TAES266504","R. J. O'Kennon","O'Kennon","R.","R. O'Kennon","R O'Kennon","Wise County, Texas, United States","United States","Texas","Wise County","Wise",NA,"USA, Texas, Wise County. LBJ National Grasslands, Unit 14. Growing near pond.",NA,NA,2004,5,15,"seed",6,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector733"," County",-97.6982272,33.2895861,"administrative_area_level_2","approximate","wise county, tx, usa",33.4340569,32.990839,-97.383015,-97.9216421,"AM","AGHY",50,NA
"BRIT_AGHY_156","BRIT408708","AGHY","BRIT408708","D. J. Rosen","Rosen","D.","D. Rosen","D Rosen","Brazoria County, Texas, United States","United States","Texas","Brazoria County","Brazoria",NA,"Nash Ranch; 275-acre hay meadow W of CR 25, about 8.7 miles N of its intersection with Hwy. 35 in West Columbia. Occasional in shallow depressions with Eleocharis spp., Juncus spp., and Rhynchospora spp. GPS - UTM 15 247163E 3239049N (NAD83)",NA,NA,2004,4,19,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220"," County",-95.4777811,29.2131857,"administrative_area_level_2","approximate","brazoria county, tx, usa",29.599116,28.7648371,-95.0561391,-95.8740279,"BRIT","AGHY",156,NA
"BRIT_AGHY_212_a","BRIT13169","AGHY","BRIT13169","R. J. O'Kennon","O'Kennon","R.","R. O'Kennon","R O'Kennon","Wise County, Texas, United States","United States","Texas","Wise County","Wise",NA,"LBJ National Grasslands, Unit 14. Growing near pond. Research site: LBJ National Grasslands",33.4131,-97.6572,2004,5,15,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector733"," County",-97.6982272,33.2895861,"administrative_area_level_2","approximate","wise county, tx, usa",33.4340569,32.990839,-97.383015,-97.9216421,"BRIT","AGHY",212,"a"
"BRIT_AGHY_52","DanBusemeyeLoyRPhilippe1848","AGHY","DanBusemeyeLoyRPhilippe1848","Dan Dusemeye ","Dusemeye","Dan","Dan Dusemeye","D Dusemeye","Mason County, Illinois, USA","USA","Illinois","Mason County","Mason",NA,"Quadrangle: Duck; Illinois River Watershed; Sand Ridge State Forest. Dry sand savanna/forest along horse trail with: Quercus velutina, Diospyros virginiana, Prunus serotina, Carya tomentosa, Rubus occidentalis, Rosa multiflora, Lonicera maackii, Toxicodendron radicans, Cacalia atriplicifola, Daucus carota, Helenium divaricatus, Asplenium platyneuron, and Menispoermum canadense",NA,NA,2004,6,1,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector198"," County",-89.9253233,40.2271003,"administrative_area_level_2","approximate","mason county, il, usa",40.435995,40.0509259,-89.6010109,-90.354524,"BRIT","AGHY",52,NA
"BRIT_ELVI_286","BRIT262945","ELVI","BRIT262945","Caleb A. Morse","Morse","Caleb","Caleb Morse","C Morse","Comanche County, Kansas, United States","United States","Kansas","Comanche County","Comanche",NA,"Jct of US Hwys 160 & 183 in Coldwater, 12.5 mi S, 16.0 mi E",37.10363,-99.0381,2004,9,29,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,199.7,6.589,7.62,2,"Scorer10","Collector149"," County",-99.2785583,37.1894543,"administrative_area_level_2","approximate","comanche county, ks, usa",37.3842961,36.999221,-99.0003008,-99.544792,"BRIT","ELVI",286,NA
"KANU_AGPE_21","KANU00352310","AGPE","KANU00352310","Gary Weisenberger","Gary Weisenberger","Gary Weisenberger","Gary Weisenberger Gary Weisenberger","G Gary Weisenberger","Toronto, Woodson County, Kansas, USA","USA","Kansas","Woodson County","Woodson","Toronto","1 mi S; Cross Timbers State Park, Toronto Point, Ancient Trees Trail",37.7777778,-95.9116667,2004,6,4,"seed",5,1,1,0,"4/21/23","ChrisOxley",1,NA,NA,NA,NA,"Scorer6","Collector325"," County",-95.9491562,37.7989253,"locality","approximate","toronto, ks 66777, usa",37.803697,37.792813,-95.943114,-95.9569121,"KANU","AGPE",21,NA
"KANU_ELVI_133","KANU00355276","ELVI","KANU00355276","Caleb A Morse","Morse","Caleb","Caleb Morse","C Morse","Comanche County, Kansas, United States","United States","Kansas","Comanche County","Comanche",NA,"Jct of US Hwys 160 & 183 in Coldwater, 12.5 mi S, 16.0 mi E",37.10363,-99.0381,2004,9,29,"seed",2,0,0,0,"11/9/2023","FaithHill",1,NA,NA,NA,NA,"Scorer13","Collector149"," County",-99.2785583,37.1894543,"administrative_area_level_2","approximate","comanche county, ks, usa",37.3842961,36.999221,-99.0003008,-99.544792,"KANU","ELVI",133,NA
"LL_AGHY_120","LL00206739","AGHY","00206739","William R. Carr","Carr","William","William Carr","W Carr","Victoria County, Texas, United States","United States","Texas","Victoria County","Victoria",NA,"Just above W shoreline of Linn Lake, N edge of McFaddin Ranch. Bloomington SW Quadrangle.",28.61414,-96.97872,2004,3,31,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885"," County",-97.0068393,28.7712909,"administrative_area_level_2","approximate","victoria county, tx, usa",29.1040459,28.4857121,-96.642323,-97.3059159,"LL","AGHY",120,NA
"LL_AGHY_123","LL00440727","AGHY","00440727","David J. Rosen","Rosen","David","David Rosen","D Rosen","Brazoria County, Texas, United States","United States","Texas","Brazoria County","Brazoria",NA,"Nash Ranch. 275 acre hay meadow W of CR 25, ca. 8.7 mi. N of its jct. with Hwy 35 in West Columbia.",29.25504,-95.60181,2004,4,19,"seed",6,3,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220"," County",-95.4777811,29.2131857,"administrative_area_level_2","approximate","brazoria county, tx, usa",29.599116,28.7648371,-95.0561391,-95.8740279,"LL","AGHY",123,NA
"LL_AGHY_124_a","LL00440704","AGHY","00440704","David J. Rosen","Rosen","David","David Rosen","D Rosen","Brazoria County, Texas, United States","United States","Texas","Brazoria County","Brazoria",NA,"Nash Ranch. 275 acre hay meadow W of CR 25, ca. 8.7 mi. N of its jct. with Hwy 35 in West Columbia.",29.25504,-95.60181,2004,4,1,"seed",5,5,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220"," County",-95.4777811,29.2131857,"administrative_area_level_2","approximate","brazoria county, tx, usa",29.599116,28.7648371,-95.0561391,-95.8740279,"LL","AGHY",124,"a"
