"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_ELVI_200","AmyButhodRB-221","ELVI","AmyButhodRB-221","Amy Buthod","Buthod","Amy","Amy Buthod","A Buthod","Catoosa, Rogers County, Oklahoma, USA","USA","Oklahoma","Rogers County","Rogers","Catoosa","Redbud Valley Nature Preserve, Prairie Fork Trail. Grassland over shallow limestone soil.",NA,NA,2012,9,2,"seed",2,2,1,1,"03/11/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector11"," County",-95.745817,36.188987,"locality","approximate","catoosa, ok, usa",36.21496,36.1534029,-95.716483,-95.8154001,"BRIT","ELVI",200,NA
"KANU_AGPE_16","KANU00392001","AGPE","KANU00392001","C. C. Freeman","C. C. Freeman","C. C. Freeman","C. C. Freeman C. C. Freeman","C C. C. Freeman","Baldwin City, Douglas County, Kansas, USA","USA","Kansas","Douglas County","Douglas","Baldwin City","Douglas County State Fishing Lake, ca 1.5 mi N, 1.5mi E of Baldwin City",38.801125,-95.149911,2012,9,20,"seed",5,0,0,0,"4/21/23","DavidWoods",1,NA,NA,NA,NA,"Scorer8","Collector114"," County",-95.1863603,38.775007,"locality","approximate","baldwin city, ks 66006, usa",38.8013501,38.752984,-95.158112,-95.214347,"KANU","AGPE",16,NA
"KANU_ELVI_32","KANU00392557","ELVI","KANU00392557","Alan Brant","Brant","Alan","Alan Brant","A Brant","Bollinger County, Missouri, United States","United States","Missouri","Bollinger County","Bollinger",NA,"T29N, R8E, sec 5, NE 1/4, NW 1/4",37.2152778,-90.1966667,2012,5,31,"seed",5,0,0,0,"8/23/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector9"," County",-90.0746767,37.2115595,"administrative_area_level_2","approximate","bollinger county, mo, usa",37.599286,37.0400191,-89.861123,-90.2232299,"KANU","ELVI",32,NA
"LL_AGHY_46","LL00487444","AGHY","00487444","David Hillis","Hillis","David","David Hillis","D Hillis","Pontotoc, Mason County, TX, USA","USA","TX","Mason County","Mason","Pontotoc","(2.5 mi W of Pontotoc on hwy 71, then 3.1 miles S on Fly Gap Road, then 0.2 mi W to entrance.) General area: Rolling live oak woodland/grassland in sandy soil, 
sandstone and quartz rocks on slopes, with Quercus fusiformis, Q. 
stellata, Diospyros texana, Prosopis glandulosa, and Mimosa borealis 
predominating.",30.88278,-99.04944,2012,5,18,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector202"," County",-98.9799127,30.9093517,"locality","approximate","pontotoc, tx, usa",30.9141429,30.9079003,-98.9731936,-98.9871338,"LL","AGHY",46,NA
"LL_AGHY_56","LL00465981","AGHY","00465981","David J. Rosen","Rosen","David","David Rosen","D Rosen","Wharton County, Texas, United States","United States","Texas","Wharton County","Wharton",NA,"Native hay meadow; on and NW of the intersection of FM 2674 and CR 320, about 12.4 km S of the town of El Campo.",29.09601,-96.28574,2012,5,17,"seed",5,2,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220"," County",-96.1526985,29.3690932,"administrative_area_level_2","approximate","wharton county, tx, usa",29.6338061,28.963291,-95.841948,-96.640315,"LL","AGHY",56,NA
"LL_AGHY_57","LL00460345","AGHY","00460345","David J. Rosen","Rosen","David","David Rosen","D Rosen","Fort Bend County, Texas, United States","United States","Texas","Fort Bend County","Fort Bend",NA,"Brazos Bend State Park, on and E of FM 762, 2.5 km N of its intersection with FM 1462, about 50 km SW of the City of Houston. In the southern extent of the park (Management Unit 6).",29.36771,-95.62897,2012,3,30,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector220"," County",-95.8142885,29.5692614,"administrative_area_level_2","approximate","fort bend county, tx, usa",29.788616,29.26259,-95.424286,-96.0889119,"LL","AGHY",57,NA
"LL_ELVI_142","00465350","ELVI","00465350","William R. Carr","Carr","William","William Carr","W Carr","Kendall County, Texas, United States","United States","Texas","Kendall County","Kendall",NA,"Along main road between house and creek crossing on E side of Davidson property, ca. 1.4 airmiles NW of jct. R. M. 473 and R. M. 3160 in Kendalia.",29.97967,-98.54158,2012,6,14,"seed",5,0,0,0,"7/19/21","ArinzeAppio-Riley",1,NA,NA,NA,NA,"Scorer1","Collector885"," County",-98.7481167,29.9603413,"administrative_area_level_2","approximate","kendall county, tx, usa",30.1389539,29.716359,-98.4140181,-98.920799,"LL","ELVI",142,NA
"MO_ELVI_22","WayneDLongbottom17928",NA,"ayneDLongbottom17928","W.D. Longbottom","Longbottom","W.D.","W.D. Longbottom","W Longbottom","Georgetown, Sussex County, Delaware, USA","USA","Delaware","Sussex County","Sussex","Georgetown","West of Georgetown, along Raccoon Ditch Road (Road 517 & 522A) at the sharp corner north of McColley's Branch, woods at roadside.",38.6847222,-75.4366666,2012,8,7,"seed",5,2,1,0,"10/19/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector904"," County",-75.3854728,38.6901134,"locality","approximate","georgetown, de 19947, usa",38.710631,38.6659571,-75.3627431,-75.4187409,"MO","ELVI",22,NA
"OKL_AGPE_4","OKL256397;;AB-10591",NA,"OKL256397","Amy Buthod","Buthod","Amy","Amy Buthod","A Buthod","McCurtain County, Oklahoma, United States","United States","Oklahoma","McCurtain County","McCurtain",NA,"Lower Mountain Fork River; Between Horsepen Creek and Broken Bow Lake on the Lower Mountain Fork",34.1261,-94.6633,2012,8,30,"seed",5,0,0,0,"11/10/22","GayatriSingla",1,NA,NA,NA,NA,"Scorer14","Collector11"," County",-94.8105955,34.1481711,"administrative_area_level_2","approximate","mccurtain county, ok, usa",34.507457,33.615787,-94.461149,-95.156736,"OKL","AGPE",4,NA
"OKL_ELVI_14","OKL258123;;AB-11000",NA,"OKL258123","A. Buthod","Buthod","A.","A. Buthod","A Buthod","McCurtain County, Oklahoma, United States","United States","Oklahoma","McCurtain County","McCurtain",NA,"McCurtain/Choctaw County Line; 0.6 mi due E of McCurtain/Choctaw County Line at Watermill Acres",33.9847,-95.1454,2012,6,19,"seed",4,0,0,0,"6/30/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector11"," County",-94.8105955,34.1481711,"administrative_area_level_2","approximate","mccurtain county, ok, usa",34.507457,33.615787,-94.461149,-95.156736,"OKL","ELVI",14,NA
