"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_AGHY_302","BRIT255539","AGHY","BRIT255539","R. Kral","Kral","R.","R. Kral","R Kral","Colquitt County, Georgia, United States","United States","Georgia","Colquitt County","Colquitt",NA,"S side Moultrie by US 319/GA 33, ca. 1/2 mi. N jct. bypass US 319",NA,NA,2001,4,21,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,211.822,NA,NA,NA,"Scorer19","Collector720"," County",-83.8473015,31.2072856,"administrative_area_level_2","approximate","colquitt county, ga, usa",31.33498,31.025846,-83.505386,-84.0138581,"BRIT","AGHY",302,NA
"BRIT_AGHY_307","BRIT255544","AGHY","BRIT255544","R. Kral","Kral","R.","R. Kral","R Kral","Grady County, Georgia, United States","United States","Georgia","Grady County","Grady",NA,"State Park Rd., 0.2-0.3 mi. N its jct. with US 84, W of Cairo",NA,NA,2001,4,26,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,137.255,NA,NA,NA,"Scorer19","Collector720"," County",-84.2278796,30.9050079,"administrative_area_level_2","approximate","grady county, ga, usa",31.078949,30.675804,-84.0729099,-84.3807049,"BRIT","AGHY",307,NA
"BRIT_AGHY_505","NLU0384741","AGHY","NLU0384741","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Nevada County, Arkansas, United States","United States","Arkansas","Nevada County","Nevada",NA,"Large clearcut areas beside Nevada County Road 3 just south of Nevada County Road 5 north of Ark. 355 northwest of Falcon; Sec. 26, T14S, R23W",NA,NA,2001,5,22,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,41.044,NA,NA,NA,"Scorer19","Collector766"," County",-93.3388917,33.6621386,"administrative_area_level_2","approximate","nevada county, ar, usa",33.9608511,33.440487,-93.104405,-93.4839311,"BRIT","AGHY",505,NA
"BRIT_AGHY_506","NLU0384740","AGHY","NLU0384740","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Nevada Co. County, Arkansas, United States","United States","Arkansas","Nevada Co. County","Nevada Co.",NA,"Large recently clearcut and burned pine woods on hill beside Ark. 32 about 0.5 miles east of the Hempstead County Line west of Bodcaw",33.570386,-93.47108,2001,5,22,"seed",5,4,1,1,"12/12/2019","LaniDufresne",1,153.654,NA,NA,NA,"Scorer19","Collector766"," County",-105.7820674,39.5500507,"administrative_area_level_1","approximate","colorado, usa",41.0034439,36.992449,-102.041522,-109.060204,"BRIT","AGHY",506,NA
"BRIT_ELVI_399","NLU0188045","ELVI","NLU0188045","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Arkansas County, Arkansas, United States","United States","Arkansas","Arkansas County","Arkansas",NA,"Woods and open area on south bank of White River at the Ark. 1 highway bridge at St. Charles; White River National Wildlife Refuge; Sec. 4.",NA,NA,2001,7,2,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,221.427,3.52666666666667,4.93066666666667,3,"Scorer10","Collector766"," County",-91.2891036,34.2354138,"administrative_area_level_2","approximate","arkansas county, ar, usa",34.56805,33.921202,-91.052124,-91.7116749,"BRIT","ELVI",399,NA
"BRIT_ELVI_407","NLU0188037","ELVI","NLU0188037","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Monroe County, Arkansas, United States","United States","Arkansas","Monroe County","Monroe",NA,"Woods along White river at the Ark. 1 Bridge in White River National Wildlife Refuge east of St. Charles; Sec. 4. 34.384213 -91.106477; 34.375997 -91.122435",34.375997,-91.122435,2001,7,2,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,203.56,6.152,7.8305,2,"Scorer10","Collector766"," County",-91.135302,34.5918747,"administrative_area_level_2","approximate","monroe county, ar, usa",35.004289,34.3363621,-91.000316,-91.4478881,"BRIT","ELVI",407,NA
"BRIT_ELVI_410","NLU0188036","ELVI","NLU0188036","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Phillips County, Arkansas, United States","United States","Arkansas","Phillips County","Phillips",NA,"Along levee and in woods beside Ark. 318 at Phillips County roads 470 and 607 south of Watkins Corner and south of Big Creek; Secs. 24 & 30.",NA,NA,2001,7,2,"seed",5,5,1,1,"10/20/2020","EllaSegal",1,114.421,5.792,7.382,1,"Scorer10","Collector766"," County",-90.8675134,34.4611206,"administrative_area_level_2","approximate","phillips county, ar, usa",34.64572,34.118515,-90.540736,-91.117918,"BRIT","ELVI",410,NA
"BRIT_ELVI_412","NLU0400250","ELVI","NLU0400250","Christopher Reid","Reid","Christopher","Christopher Reid","C Reid","Randolph County, Arkansas, United States","United States","Arkansas","Randolph County","Randolph",NA,"Robert L. Hankins/Mud Creek WMA. ca 4 mi ENE of Maynard.",36.440833,-90.990278,2001,7,26,"seed",4,4,1,1,"10/20/2020","EllaSegal",1,196.132,14.313,17.295,1,"Scorer10","Collector155"," County",-90.9820668,36.3457918,"administrative_area_level_2","approximate","randolph county, ar, usa",36.498689,36.1148609,-90.7486371,-91.40724,"BRIT","ELVI",412,NA
"BRIT_ELVI_413","NLU0400249","ELVI","NLU0400249","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Saline County, Arkansas, United States","United States","Arkansas","Saline County","Saline",NA,"Cedar glade beside CC Road three miles southwest of Paron",NA,NA,2001,9,14,"seed",2,0,0,0,"10/20/2020","EllaSegal",1,87.102,9.1765,11.722,2,"Scorer10","Collector766"," County",-92.539603,34.5708215,"administrative_area_level_2","approximate","saline county, ar, usa",34.859127,34.4109119,-92.244212,-93.0752779,"BRIT","ELVI",413,NA
"KANU_AGHY_32","KANU00336306","AGHY","KANU00336306","Caleb A Morse","Morse","Caleb","Caleb Morse","C Morse","Johnson County, Kansas, United States","United States","Kansas","Johnson County","Johnson",NA,"De Soto, 3 mi S",38.9197222,-94.9741667,2001,5,21,"seed",6,4,1,1,"8/3/22","EmilyChong",1,NA,NA,NA,NA,"Scorer11","Collector149"," County",-94.8520636,38.845412,"administrative_area_level_2","approximate","johnson county, ks, usa",39.061388,38.7380781,-94.607382,-95.0564969,"KANU","AGHY",32,NA
