"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_AGHY_191_a","BRIT290744","AGHY","BRIT290744","Kim Norton Taylor","Taylor","Kim","Kim Taylor","K Taylor","Llano County, Texas, United States","United States","Texas","Llano County","Llano",NA,"Enchanted Rock State Natural Area. FM 965 ca 16.8 mi N or Main St, Fredericksburg. 30.50267 N, -98.81498 W, ± 10 m, WGS 1984.",30.50267,-98.81498,2014,4,30,"seed",6,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector518"," County",-98.7481167,30.692528,"administrative_area_level_2","approximate","llano county, tx, usa",30.9221209,30.4860961,-98.351041,-98.9646121,"BRIT","AGHY",191,"a"
"KANU_ELVI_29","KANU00393396","ELVI","KANU00393396","Craig C Freeman","Freeman","Craig","Craig Freeman","C Freeman","Lyon County, Kansas, United States","United States","Kansas","Lyon County","Lyon",NA,"Reading, 1.0 km W along KS 170; Reading Cemetery, S side of highway",38.51981,-95.95958,2014,7,4,"seed",5,0,0,0,"8/23/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector127"," County",-96.1526985,38.4078037,"administrative_area_level_2","approximate","lyon county, ks, usa",38.739265,38.170939,-95.945661,-96.357277,"KANU","ELVI",29,NA
"LL_AGHY_26_a","LL00473252","AGHY","00473252","William R. Carr","Carr","William","William Carr","W Carr","Burnet County, Texas, United States","United States","Texas","Burnet County","Burnet",NA,"Primeaux Tract, ca. 1.6 airmiles N to NNE of jct. of Co. Rd. 410 (Eagle Bluff Road) and Co. Rd. 411 (McInnis Lane) north of Spicewood.",30.51458,-98.15439,2014,5,1,"seed",6,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885"," County",-98.2212979,30.7270349,"administrative_area_level_2","approximate","burnet county, tx, usa",31.035009,30.4261641,-97.8281001,-98.459373,"LL","AGHY",26,"a"
"LL_ELVI_137","00478842","ELVI","00478842","Laura L. Hansen","Hansen","Laura","Laura Hansen","L Hansen","McCulloch County, Texas, United States","United States","Texas","McCulloch County","McCulloch",NA,"Northeast of Brady, along Highway 377, 19.4 miles north of junction with Highway 87, at Heart of Texas Roadside Park.",31.37793,-99.17247,2014,6,16,"seed",8,0,0,0,"7/19/21","ArinzeAppio-Riley",1,NA,NA,NA,NA,"Scorer1","Collector536"," County",-99.2785583,31.2016122,"administrative_area_level_2","approximate","mcculloch county, tx, usa",31.49372,30.940553,-99.090603,-99.60371,"LL","ELVI",137,NA
"LSU_AGHY_10","LSU00139117","AGHY","LSU00139117","Christopher Reid","Reid","Christopher","Christopher Reid","C Reid","Calcasieu Parish, Louisiana, United States","United States","Louisiana","Calcasieu Parish","Calcasieu",NA,"West of Fruge Road and South of Lionel Deroun Road, east of LA 27, about 4 air miles south southeast of Holmwood.",30.07132,-93.05827,2014,5,5,"seed",6,4,1,1,"2/20/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector155"," Parish",-93.3388917,30.2089286,"administrative_area_level_2","approximate","calcasieu parish, la, usa",30.4905229,30.0380409,-92.8872221,-93.7658509,"LSU","AGHY",10,NA
"LSU_AGHY_29","LSU00180509","AGHY","LSU00180509","Christopher Reid","Reid","Christopher","Christopher Reid","C Reid","Calcasieu Parish, Louisiana, United States","United States","Louisiana","Calcasieu Parish","Calcasieu",NA,NA,30.07132,-93.05827,2014,5,5,"seed",7,5,1,1,"3/1/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector155"," Parish",-93.3388917,30.2089286,"administrative_area_level_2","approximate","calcasieu parish, la, usa",30.4905229,30.0380409,-92.8872221,-93.7658509,"LSU","AGHY",29,NA
"LSU_AGHY_4","LSU00139034","AGHY","LSU00139034","Christopher Reid","Reid","Christopher","Christopher Reid","C Reid","Bienville Parish, Louisiana, United States","United States","Louisiana","Bienville Parish","Bienville",NA,"Bienville Barrens, southwest corner of Bienville Parish, 4.8 air miles south of Roy.",32.156211,-93.174941,2014,5,8,"seed",1,1,1,1,"2/17/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector155"," Parish",-93.0175712,32.4107403,"administrative_area_level_2","approximate","bienville parish, la, usa",32.5852651,32.147413,-92.773173,-93.428745,"LSU","AGHY",4,NA
"MO_AGHY_168","AEBrant&AFODonnell7884","AGHY","EBrant&AFODonnell7884","A. E. Brant ","Brant","A.","A. Brant","A Brant","Wayne County, Missouri, USA","USA","Missouri","Wayne County","Wayne",NA,"Cespitose in open canopy dry alluvium above stream with Agrostis perennans",NA,NA,2014,9,8,"seed",5,0,0,0,"5/24/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector9"," County",-90.5257823,37.0388739,"administrative_area_level_2","approximate","wayne county, mo, usa",37.317594,36.9214351,-90.110354,-90.779553,"MO","AGHY",168,NA
"MO_AGPE_113","AlanEBrant&AnnFO'Donnell7886","AGPE","lanEBrant&AnnFO'Donnell7886","A.E. Brant ","Brant","A.E.","A.E. Brant","A Brant","Puxico Quadrangle, Wayne County, Missouri, USA","USA","Missouri","Wayne County","Wayne","Puxico Quadrangle","T27N, R8E, NE, SE, Sec. 17. Mingo National Wildlife Refuge, along Stanley Creek. Cespitose, dry open canopy above stream",36.9833333,-90.21,2014,9,8,"seed",5,3,1,1,"11/27/2023","SH/KS",1,NA,NA,NA,NA,"Scorer25","Collector9"," County",-90.158434,36.9497746,"locality","approximate","puxico, mo 63960, usa",36.957365,36.943908,-90.145868,-90.16922,"MO","AGPE",113,NA
"MO_AGPE_114","GerritDavidse41969",NA,"erritDavidse41969","Gerrit Davidse","Davidse","Gerrit","Gerrit Davidse","G Davidse","Canaan Conservation Area, Gasconade County, Missouri, USA","USA","Missouri","Gasconade County","Gasconade","Canaan Conservation Area","northern part of area, 3.1 airline miles NE of Bland, along trail (gravel road). Trail through oak-hickory-juniper forest, rocky ground",NA,NA,2014,8,13,"seed",5,2,1,1,"11/27/2023","SH/KS",1,NA,NA,NA,NA,"Scorer25","Collector321"," County",-91.6008211,38.3346678,"establishment","geometric_center","canaan conservation area, bland, mo 65014, usa",38.3482992,38.3180435,-91.5736004,-91.619713,"MO","AGPE",114,NA
