"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_AGHY_144","OOL322","AGHY","OOL322","OOL","OOL","OOL","OOL OOL","O OOL","Talala, Rogers County, Oklahoma, USA","USA","Oklahoma","Rogers County","Rogers","Talala","1 mi S and 4.5 mi E. Goose island, Oologah Wildlife Management Area.",NA,NA,2000,5,30,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector643"," County",-95.7013701,36.5298152,"locality","approximate","talala, ok 74080, usa",36.533999,36.522965,-95.69224,-95.7092119,"BRIT","AGHY",144,NA
"BRIT_AGHY_149","CharlesNHorn13175","AGHY","CharlesNHorn13175","Charles N. Horn","Horn","Charles","Charles Horn","C Horn","Union, Union County, South Carolina, USA","USA","South Carolina","Union County","Union","Union","Common along railroad right-of-way. Along railroad tracks N. of US 176 and just W. of its jct with SC 121. Ca. 11 mi S of Union.",NA,NA,2000,5,15,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector135"," County",-81.623711,34.7154122,"locality","approximate","union, sc 29379, usa",34.7531399,34.694815,-81.5938959,-81.656664,"BRIT","AGHY",149,NA
"BRIT_AGHY_293","BRIT255527","AGHY","BRIT255527","Loran C. Anderson","Anderson","Loran","Loran Anderson","L Anderson","Duval County, Florida, United States","United States","Florida","Duval County","Duval",NA,"Cary State Forest (E of Hwy 301, generally 1-2 mi NE of Bryceville). Near Cypress road. T1S, R24E, NW1/4 of SW1/4 Sec 22.",NA,NA,2000,5,1,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,52.094,NA,NA,NA,"Scorer19","Collector522"," County",-81.6035062,30.3500511,"administrative_area_level_2","approximate","duval county, fl, usa",30.586232,30.103748,-81.316712,-82.049502,"BRIT","AGHY",293,NA
"BRIT_AGHY_326","BRIT255571","AGHY","BRIT255571","Caleb A. Morse","Morse","Caleb","Caleb Morse","C Morse","Linn County, Kansas, United States","United States","Kansas","Linn County","Linn",NA,"Blue Mound, 1 mi N, 1 mi W; Blue Mound City Lake",38.0615,-95.013,2000,5,24,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,154.301,NA,NA,NA,"Scorer19","Collector149"," County",-94.8105955,38.1339574,"administrative_area_level_2","approximate","linn county, ks, usa",38.389945,38.036786,-94.612463,-95.077887,"BRIT","AGHY",326,NA
"BRIT_AGHY_45","LoarnCAnderson19206","AGHY","LoarnCAnderson19206","Loran C. Anderson","Anderson","Loran","Loran Anderson","L Anderson","Bryceville, Duval County, Florida, USA","USA","Florida","Duval County","Duval","Bryceville","Cary State Forest (E of Hwy 301, generally 1-2 mi ENE of Bryceville). Frequent with Sarracenia minor in drying loamy sand of burned clearing under powerlines near Cypress Rd.",NA,NA,2000,5,1,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector522"," County",-81.6035062,30.3500511,"administrative_area_level_2","approximate","duval county, fl, usa",30.586232,30.103748,-81.316712,-82.049502,"BRIT","AGHY",45,NA
"BRIT_AGHY_509","NLU0384735","AGHY","NLU0384735","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Chicot Co. County, Arkansas, United States","United States","Arkansas","Chicot Co. County","Chicot Co.",NA,"Road bank of Ark. 52 about 1.2 miles east of the Ashley County Line east of Wilmont; Secs. 8 & 17.",NA,NA,2000,5,12,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,184.268,NA,NA,NA,"Scorer19","Collector766"," County",-91.2891036,33.3419551,"administrative_area_level_2","approximate","chicot county, ar, usa",33.5636749,33.0041059,-91.043604,-91.460516,"BRIT","AGHY",509,NA
"BRIT_AGHY_510","NLU0384734","AGHY","NLU0384734","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Johnson County, Arkansas, United States","United States","Arkansas","Johnson County","Johnson",NA,"Open roadbank of access road beside I-40 at Knoxville Exit (Ark 315) southeast of Clarksville. Sec. 30.",NA,NA,2000,5,18,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,191.814,NA,NA,NA,"Scorer19","Collector766"," County",-93.5003454,35.6026275,"administrative_area_level_2","approximate","johnson county, ar, usa",35.7686201,35.3265839,-93.164449,-93.710043,"BRIT","AGHY",510,NA
"BRIT_AGHY_512","NLU0384732","AGHY","NLU0384732","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Sebastian County, Arkansas, United States","United States","Arkansas","Sebastian County","Sebastian",NA,"Open areas beside Arkansas & Missouri Railroad tracks east of Sixth Avenue and north of Kelly Highway in Fort Smith.",NA,NA,2000,5,18,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,217.47,NA,NA,NA,"Scorer19","Collector766"," County",-94.315422,35.2260397,"administrative_area_level_2","approximate","sebastian county, ar, usa",35.45115,34.9307061,-94.0288721,-94.4477695,"BRIT","AGHY",512,NA
"BRIT_AGPE_121","BRIT255891","AGPE","BRIT255891",NA,NA,NA,"NA NA",NA,"Grayson County, Virginia, USA","USA","Virginia","Grayson County","Grayson",NA,NA,NA,NA,2000,NA,NA,"seed",5,0,0,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-81.2078164,36.6721195,"administrative_area_level_2","approximate","grayson county, va, usa",36.806448,36.559143,-80.837954,-81.6774899,"BRIT","AGPE",121,NA
"BRIT_AGPE_129","NLU0385045","AGPE","NLU0385045",NA,NA,NA,"NA NA",NA,"Bienville Parish, Louisiana, USA","USA","Louisiana","Bienville Parish","Bienville",NA,NA,NA,NA,2000,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," Parish",-93.0175712,32.4107403,"administrative_area_level_2","approximate","bienville parish, la, usa",32.5852651,32.147413,-92.773173,-93.428745,"BRIT","AGPE",129,NA
