"Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code"
"BRIT_AGHY_112","CharlesTBryson15217JohnRMacDonald","AGHY","CharlesTBryson15217JohnRMacDonald","Charles T. Bryson ","Bryson","Charles","Charles Bryson","C Bryson","Elliott, Grenada County, Mississippi, USA","USA","Mississippi","Grenada County","Grenada","Elliott","Camp McCain, ca. 0.3 mi. W of Hunt's Lake. Sandy hilltop, cut-over forest area.",NA,NA,1996,5,20,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector112"," County",-89.7495696,33.6837433,"locality","approximate","elliott, ms, usa",33.7183421,33.6767989,-89.7190731,-89.780056,"BRIT","AGHY",112,NA
"BRIT_AGHY_222","BRIT174417","AGHY","BRIT174417","Landon E. McKinney, Geoff Call","Call","Landon","Landon Call","L Call","Coffee County, Tennessee, United States","United States","Tennessee","Coffee County","Coffee",NA,"Wet to mesic, open, barren-like land, adjacent to and northwest of airfield runway.",NA,NA,1996,6,5,"seed",5,1,1,1,"12/12/2019","LaniDufresne",1,126.567,NA,NA,NA,"Scorer19","Collector527"," County",-86.0529604,35.4576849,"administrative_area_level_2","approximate","coffee county, tn, usa",35.7064289,35.28918,-85.869478,-86.279905,"BRIT","AGHY",222,NA
"BRIT_AGHY_345","BRIT255591","AGHY","BRIT255591","Charles T. Bryson","Bryson","Charles","Charles Bryson","C Bryson","Gernada County, Mississippi, United States","United States","Mississippi","Gernada County","Gernada",NA,"Camp McCain, ca 0.3 mi W of Hunt's Lake.",NA,NA,1996,5,20,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,153.547,NA,NA,NA,"Scorer19","Collector112"," County",-89.8130356,33.7516314,"administrative_area_level_2","approximate","grenada county, ms, usa",33.898133,33.676182,-89.506872,-90.1370109,"BRIT","AGHY",345,NA
"BRIT_AGHY_498","NLU0384750","AGHY","NLU0384750","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Hot Spring County, Arkansas, United States","United States","Arkansas","Hot Spring County","Hot Spring",NA,"Roadbank and oak-hickory woods beside Arkansas 222 at the Grant County line East of Lono and Arkansas 9, Section 12; 34.208152 -92.710164",34.208152,-92.710164,1996,5,12,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,232.705,NA,NA,NA,"Scorer19","Collector766"," County",-92.9775558,34.3393795,"administrative_area_level_2","approximate","hot spring county, ar, usa",34.5061319,34.1496451,-92.6686541,-93.40818,"BRIT","AGHY",498,NA
"BRIT_AGPE_118","BRIT255888","AGPE","BRIT255888",NA,NA,NA,"NA NA",NA,"Greene County, Virginia, USA","USA","Virginia","Greene County","Greene",NA,NA,NA,NA,1996,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-78.4524591,38.3120359,"administrative_area_level_2","approximate","greene county, va, usa",38.475527,38.1841459,-78.2884739,-78.6631449,"BRIT","AGPE",118,NA
"BRIT_AGPE_125","BRIT255895","AGPE","BRIT255895",NA,NA,NA,"NA NA",NA,"Randolph County, West Virginia, USA","USA","West Virginia","Randolph County","Randolph",NA,NA,NA,NA,1996,NA,NA,"seed",5,1,1,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-80.0087746,38.8092552,"administrative_area_level_2","approximate","randolph county, wv, usa",39.118303,38.388457,-79.349366,-80.280059,"BRIT","AGPE",125,NA
"BRIT_AGPE_143","NLU0384268","AGPE","NLU0384268",NA,NA,NA,"NA NA",NA,"Claiborne Parish, Louisiana, USA","USA","Louisiana","Claiborne Parish","Claiborne",NA,NA,NA,NA,1996,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," Parish",-93.0175712,32.7722557,"administrative_area_level_2","approximate","claiborne parish, la, usa",33.0183928,32.584807,-92.7246801,-93.2386608,"BRIT","AGPE",143,NA
"BRIT_AGPE_48","BRIT174462","AGPE","BRIT174462",NA,NA,NA,"NA NA",NA,"Morgan County, Alabama, USA","USA","Alabama","Morgan County","Morgan",NA,NA,NA,NA,1996,NA,NA,"seed",5,1,1,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-86.8621827,34.4240875,"administrative_area_level_2","approximate","morgan county, al, usa",34.6860369,34.3046939,-86.54975,-87.1101991,"BRIT","AGPE",48,NA
"BRIT_AGPE_50","BRIT174464","AGPE","BRIT174464",NA,NA,NA,"NA NA",NA,"Morgan County, Tennessee, USA","USA","Tennessee","Morgan County","Morgan",NA,NA,NA,NA,1996,NA,NA,"seed",5,2,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County",-84.6479124,36.1004285,"administrative_area_level_2","approximate","morgan county, tn, usa",36.376626,35.908454,-84.341812,-84.914156,"BRIT","AGPE",50,NA
"BRIT_ELVI_237","BRIT178466","ELVI","BRIT178466","V.E. McNeilus","McNeilus","V.E.","V.E. McNeilus","V McNeilus","Haywood County, Tennessee, United States","United States","Tennessee","Haywood County","Haywood",NA,"Disturbed roadside along Rt. 54. About 8.0 miles north of Brownsville.",NA,NA,1996,7,10,"seed",1,1,1,1,"10/20/2020","EllaSegal",1,43.688,5.975,7.145,1,"Scorer10","Collector867"," County",-89.3226954,35.6513888,"administrative_area_level_2","approximate","haywood county, tn, usa",35.8226569,35.3971259,-89.0695439,-89.502118,"BRIT","ELVI",237,NA
